CCTV,#genre#
CCTV7,http://39.134.65.173/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://39.134.65.183/PLTV/88888888/224/3221225671/index.m3u8
CCTV7,http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,http://39.134.65.181/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.173/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.183/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.175/PLTV/88888888/224/3221225795/index.m3u8
CCTV8,http://39.134.65.177/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
CCTV9,http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://39.134.65.179/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.164/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.166/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.65.183/PLTV/88888888/224/3221225677/index.m3u8
CCTV10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8
CCTV12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.179/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.164/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.181/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.166/PLTV/88888888/224/3221225669/index.m3u8
CCTV12,http://39.134.65.173/PLTV/88888888/224/3221225669/index.m3u8
CCTV14,http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.164/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.181/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.183/PLTV/88888888/224/3221225674/index.m3u8
CCTV14,http://39.134.65.173/PLTV/88888888/224/3221225674/index.m3u8
CCTV17,http://39.134.66.46/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.134.65.181/PLTV/88888888/224/3221225708/index.m3u8
CCTV17,http://39.134.65.183/PLTV/88888888/224/3221225708/index.m3u8
CCTV2,http://219.140.56.34:3333/tsfile/live/0002_1.m3u8
CCTV4,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
CCTV4,http://39.137.49.76:8080/PLTV/88888888/224/3221225621/index.m3u8?
CETV3,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226226/index.m3u8
CETV4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226225/index.m3u8
风云剧场,http://42.176.185.28:9901/tsfile/live/1031_1.m3u8
风云音乐,http://42.176.185.28:9901/tsfile/live/1024_1.m3u8
女性时尚,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226237/index.m3u8
发现之旅,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226235/index.m3u8
老故事,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226236/index.m3u8
卫视,#genre#
安徽卫视,http://39.134.66.110/PLTV/88888888/224/3221225925/index.m3u8
北京卫视,http://39.134.66.110/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://39.134.66.110/PLTV/88888888/224/3221225942/index.m3u8
东南卫视,http://39.134.66.110/PLTV/88888888/224/3221225950/index.m3u8
广东卫视,http://39.134.66.110/PLTV/88888888/224/3221225966/index.m3u8
海南卫视,http://39.134.66.110/PLTV/88888888/224/3221225978/index.m3u8
河北卫视,http://39.134.66.110/PLTV/88888888/224/3221225961/index.m3u8
河南卫视,http://39.134.66.110/PLTV/88888888/224/3221225988/index.m3u8
黑龙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225985/index.m3u8
湖北卫视,http://39.134.66.110/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://39.134.66.110/PLTV/88888888/224/3221225977/index.m3u8
吉林卫视,http://39.134.66.110/PLTV/88888888/224/3221225981/index.m3u8
江苏卫视,http://39.134.66.110/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://39.134.66.110/PLTV/88888888/224/3221225935/index.m3u8
山东卫视,http://39.134.66.110/PLTV/88888888/224/3221225952/index.m3u8
深圳卫视,http://39.134.66.110/PLTV/88888888/224/3221225974/index.m3u8
四川卫视,http://39.134.66.110/PLTV/88888888/224/3221225970/index.m3u8
天津卫视,http://39.134.66.110/PLTV/88888888/224/3221225972/index.m3u8
浙江卫视,http://39.134.66.110/PLTV/88888888/224/3221225959/index.m3u8
重庆卫视,http://39.134.66.110/PLTV/88888888/224/3221225963/index.m3u8
湖南卫视,http://39.134.65.166/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.65.181/PLTV/88888888/224/3221225506/index.m3u8
江苏卫视,http://39.134.65.181/PLTV/88888888/224/3221225503/index.m3u8
浙江卫视,http://39.134.65.179/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.173/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.65.175/PLTV/88888888/224/3221225514/index.m3u8
东方卫视,http://39.134.65.179/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.164/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.173/PLTV/88888888/224/3221225672/index.m3u8
东方卫视,http://39.134.65.175/PLTV/88888888/224/3221225672/index.m3u8
深圳卫视,http://39.134.65.164/PLTV/88888888/224/3221225668/index.m3u8
深圳卫视,http://39.134.65.166/PLTV/88888888/224/3221225668/index.m3u8
北京卫视,http://39.134.65.179/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.164/PLTV/88888888/224/3221225678/index.m3u8
北京卫视,http://39.134.65.166/PLTV/88888888/224/3221225678/index.m3u8
天津卫视,http://39.134.65.166/PLTV/88888888/224/3221225665/index.m3u8
天津卫视,http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8
湖北卫视,http://39.134.65.164/PLTV/88888888/224/3221225569/index.m3u8
湖北卫视,http://39.134.66.66/PLTV/88888888/224/3221225569/index.m3u8
贵州卫视,http://39.134.65.149/PLTV/88888888/224/3221225974/index.m3u8
浙江卫视,http://39.134.65.208/PLTV/88888888/224/3221225514/index.m3u8
浙江卫视,http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8
江苏卫视,http://39.134.65.208/PLTV/88888888/224/3221225503/index.m3u8
湖南卫视,http://39.134.65.208/PLTV/88888888/224/3221225506/index.m3u8
湖南卫视,http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8
东方卫视,http://39.134.65.208/PLTV/88888888/224/3221225672/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226194/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226196/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226210/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
安徽卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226203/index.m3u8
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226204/index.m3u8
深圳卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
湖北卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226206/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
兵团卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226216/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8
大湾区卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
厦门卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226219/index.m3u8
延边卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8
农林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
康巴卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226234/index.m3u8
安多卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226228/index.m3u8
斗鱼,#genre# 
斗鱼电影4K,http://epg.112114.xyz/douyu/9249162
斗鱼电影HD1,http://epg.112114.xyz/douyu/4246519
斗鱼电影HD2,http://epg.112114.xyz/douyu/10240553
斗鱼电影HD3,http://epg.112114.xyz/douyu/122402
斗鱼电影HD4,http://epg.112114.xyz/douyu/85894
斗鱼电影HD5,http://epg.112114.xyz/douyu/263824
斗鱼电影HD6,http://epg.112114.xyz/douyu/747764
斗鱼电影HD7,http://epg.112114.xyz/douyu/20415
斗鱼电影HD8,http://epg.112114.xyz/douyu/8663752
斗鱼电影HD9,http://epg.112114.xyz/douyu/323876
斗鱼电影HD10,http://epg.112114.xyz/douyu/6140589
斗鱼电影HD11,http://epg.112114.xyz/douyu/8770422
斗鱼电影HD12,http://epg.112114.xyz/douyu/2436390
斗鱼电影HD13,http://epg.112114.xyz/douyu/218859
斗鱼电影HD14,http://epg.112114.xyz/douyu/36337
斗鱼电影HD15,http://epg.112114.xyz/douyu/413573
斗鱼电影HD16,http://epg.112114.xyz/douyu/1504768
斗鱼电影HD17,http://epg.112114.xyz/douyu/3637726
斗鱼电影HD18,http://epg.112114.xyz/douyu/9292492
斗鱼电影HD19,http://epg.112114.xyz/douyu/3637765rrt97
斗鱼电影HD20,http://epg.112114.xyz/douyu/10395991
斗鱼电影HD21,http://epg.112114.xyz/douyu/10395986
斗鱼电影HD22,http://epg.112114.xyz/douyu/252802
斗鱼电影HD23,http://epg.112114.xyz/douyu/ 6079455
斗鱼电影HD24,http://epg.112114.xyz/douyu/315131
斗鱼电影HD25,http://epg.112114.xyz/douyu/8945323
斗鱼电影HD26,http://epg.112114.xyz/douyu/2516864
斗鱼电影HD27,http://epg.112114.xyz/douyu/248753
斗鱼电影HD28,http://epg.112114.xyz/douyu/4332
斗鱼电影HD29,http://epg.112114.xyz/douyu/9651304
斗鱼电影HD30,http://epg.112114.xyz/douyu/9650887
斗鱼电影HD31,http://epg.112114.xyz/douyu/8814650
斗鱼电影HD32,http://epg.112114.xyz/douyu/10240510
斗鱼电影HD33,http://epg.112114.xyz/douyu/52787
斗鱼电影HD34,http://epg.112114.xyz/douyu/8985415
斗鱼电影HD35,http://epg.112114.xyz/douyu/1165374
斗鱼电影HD36,http://epg.112114.xyz/douyu/1735337
斗鱼电影HD37,http://epg.112114.xyz/douyu/6537888
斗鱼电影HD38,http://epg.112114.xyz/douyu/6003761
斗鱼电影HD39,http://epg.112114.xyz/douyu/9683979
斗鱼电影HD40,http://epg.112114.xyz/douyu/1226741
斗鱼电影HD41,http://epg.112114.xyz/douyu/59612
斗鱼电影HD42,http://epg.112114.xyz/douyu/925724
斗鱼电影1,http://epg.112114.xyz/douyu/5423
斗鱼电影2,http://epg.112114.xyz/douyu/2935323
斗鱼电影3,http://epg.112114.xyz/douyu/6027991
斗鱼电影4,http://epg.112114.xyz/douyu/4105989
斗鱼电影5,http://epg.112114.xyz/douyu/6369954
斗鱼电影6,http://epg.112114.xyz/douyu/2793084
斗鱼电影7,http://epg.112114.xyz/douyu/7494871
斗鱼电影8,http://epg.112114.xyz/douyu/8986148
斗鱼电影9,http://epg.112114.xyz/douyu/74374
斗鱼电影10,http://epg.112114.xyz/douyu/4870914
斗鱼电影11,http://epg.112114.xyz/douyu/7305938
斗鱼电影12,http://epg.112114.xyz/douyu/310926
斗鱼电影13,http://epg.112114.xyz/douyu/9292499
斗鱼电影14,http://epg.112114.xyz/douyu/3637778
斗鱼电影15,http://epg.112114.xyz/douyu/8603174
斗鱼电影16,http://epg.112114.xyz/douyu/96577
斗鱼电影17,http://epg.112114.xyz/douyu/4282654
斗鱼电影18,http://epg.112114.xyz/douyu/338759
斗鱼电影19,http://epg.112114.xyz/douyu/10011042
斗鱼电影20,http://epg.112114.xyz/douyu/9275635
斗鱼电影21,http://epg.112114.xyz/douyu/5581257
斗鱼电影22,http://epg.112114.xyz/douyu/2466104
斗鱼电影23,http://epg.112114.xyz/douyu/5129261
斗鱼电影24,http://epg.112114.xyz/douyu/9652323
斗鱼电影25,http://epg.112114.xyz/douyu/9826611
斗鱼电影26,http://epg.112114.xyz/douyu/4505431
斗鱼电影27,http://epg.112114.xyz/douyu/7221304
斗鱼电影28,http://epg.112114.xyz/douyu/3990812
斗鱼电影29,http://epg.112114.xyz/douyu/315457
斗鱼电影30,http://epg.112114.xyz/douyu/805235
斗鱼电影31,http://epg.112114.xyz/douyu/6655271
斗鱼电影32,http://epg.112114.xyz/douyu/7353112
斗鱼电影33,http://epg.112114.xyz/douyu/434971
斗鱼电影34,http://epg.112114.xyz/douyu/10329300
斗鱼电影35,http://epg.112114.xyz/douyu/10298846
斗鱼电影36,http://epg.112114.xyz/douyu/3789245
斗鱼电影37,http://epg.112114.xyz/douyu/6763930
斗鱼电影38,http://epg.112114.xyz/douyu/7136517
斗鱼电影39,http://epg.112114.xyz/douyu/8107217
斗鱼电视剧HD1,http://epg.112114.xyz/douyu/2838296
斗鱼电视剧HD2,http://epg.112114.xyz/douyu/7701735
斗鱼电视剧HD3,http://epg.112114.xyz/douyu/7517784
斗鱼电视剧HD4,http://epg.112114.xyz/douyu/7489563
斗鱼电视剧HD5,http://epg.112114.xyz/douyu/6566658
斗鱼电视剧HD6,http://epg.112114.xyz/douyu/431460
斗鱼电视剧HD7,http://epg.112114.xyz/douyu/8600645
斗鱼电视剧HD8,http://epg.112114.xyz/douyu/7575350
斗鱼电视剧HD10,http://epg.112114.xyz/douyu/7644931
斗鱼电视剧HD11,http://epg.112114.xyz/douyu/9650860
斗鱼电视剧HD12,http://epg.112114.xyz/douyu/9435180
斗鱼电视剧HD13,http://epg.112114.xyz/douyu/3756989
斗鱼电视剧HD14,http://epg.112114.xyz/douyu/6706214
斗鱼电视剧HD15,http://epg.112114.xyz/douyu/6478650
斗鱼电视剧1,http://epg.112114.xyz/douyu/299854
斗鱼电视剧2,http://epg.112114.xyz/douyu/6899895
斗鱼电视剧3,http://epg.112114.xyz/douyu/276200
斗鱼电视剧4,http://epg.112114.xyz/douyu/4290711
斗鱼电视剧5,http://epg.112114.xyz/douyu/6648727
斗鱼电视剧6,http://epg.112114.xyz/douyu/7314294
斗鱼电视剧7,http://epg.112114.xyz/douyu/9638983
斗鱼电视剧8,http://epg.112114.xyz/douyu/5261342
斗鱼电视剧9,http://epg.112114.xyz/douyu/5522351
斗鱼电视剧10,http://epg.112114.xyz/douyu/9639508
斗鱼电视剧11,http://epg.112114.xyz/douyu/2083382
斗鱼电视剧12,http://epg.112114.xyz/douyu/4373285
斗鱼电视剧13,http://epg.112114.xyz/douyu/3439096
斗鱼电视剧14,http://epg.112114.xyz/douyu/4549169
斗鱼电视剧15,http://epg.112114.xyz/douyu/7254536
斗鱼电视剧16,http://epg.112114.xyz/douyu/3928r9
斗鱼电视剧17,http://epg.112114.xyz/douyu/7270927
斗鱼电视剧18,http://epg.112114.xyz/douyu/7116591
斗鱼电视剧19,http://epg.112114.xyz/douyu/7459925
斗鱼电视剧20,http://epg.112114.xyz/douyu/674441
斗鱼电视剧21,http://epg.112114.xyz/douyu/9518204
斗鱼电视剧22,http://epg.112114.xyz/douyu/10297898
斗鱼电视剧23,http://epg.112114.xyz/douyu/8901218
斗鱼电视剧24,http://epg.112114.xyz/douyu/7292330
斗鱼电视剧25,http://epg.112114.xyz/douyu/7623292
斗鱼电视剧26,http://epg.112114.xyz/douyu/7356023
斗鱼电视剧27,http://epg.112114.xyz/douyu/10068957
斗鱼电视剧28,http://epg.112114.xyz/douyu/308752
斗鱼电视剧29,http://epg.112114.xyz/douyu/3758762
斗鱼动漫HD1,http://epg.112114.xyz/douyu/6449849
斗鱼动漫HD2,http://epg.112114.xyz/douyu/206858
斗鱼动漫HD3,http://epg.112114.xyz/douyu/10394922
斗鱼动漫1,http://epg.112114.xyz/douyu/6610883
斗鱼动漫2,http://epg.112114.xyz/douyu/1783144
斗鱼动漫3,http://epg.112114.xyz/douyu/7190773
斗鱼动漫4,http://epg.112114.xyz/douyu/1174353
斗鱼动漫5,http://epg.112114.xyz/douyu/7528160
斗鱼动漫6,http://epg.112114.xyz/douyu/7888428
斗鱼动漫7,http://epg.112114.xyz/douyu/9702820
斗鱼搞笑HD1,http://epg.112114.xyz/douyu/9220456
斗鱼搞笑HD2,http://epg.112114.xyz/douyu/9770949
斗鱼搞笑HD3,http://epg.112114.xyz/douyu/9067836
斗鱼搞笑HD4,http://epg.112114.xyz/douyu/9817729
斗鱼搞笑HD5,http://epg.112114.xyz/douyu/8737695
斗鱼搞笑1,http://epg.112114.xyz/douyu/10378551
斗鱼搞笑2,http://epg.112114.xyz/douyu/9804180
斗鱼搞笑3,http://epg.112114.xyz/douyu/2132902
斗鱼影评HD1,http://epg.112114.xyz/douyu/9559158
斗鱼影评HD2,http://epg.112114.xyz/douyu/10240495
斗鱼影评HD3,http://epg.112114.xyz/douyu/9419771
斗鱼影评HD4,http://epg.112114.xyz/douyu/4258555
斗鱼影评HD5,http://epg.112114.xyz/douyu/8317926
斗鱼影评HD6,http://epg.112114.xyz/douyu/10317257
斗鱼影评HD7,http://epg.112114.xyz/douyu/8986636
斗鱼影评HD8,http://epg.112114.xyz/douyu/9837291
斗鱼影评HD9,http://epg.112114.xyz/douyu/297689
斗鱼影评HD10,http://epg.112114.xyz/douyu/8651489
斗鱼影评HD11,http://epg.112114.xyz/douyu/8656759
斗鱼影评1,http://epg.112114.xyz/douyu/9562616
斗鱼影评2,http://epg.112114.xyz/douyu/9527700
斗鱼影评3,http://epg.112114.xyz/douyu/2758565
斗鱼影评4,http://epg.112114.xyz/douyu/9573592
斗鱼美食HD1,http://epg.112114.xyz/douyu/2901080
斗鱼美食HD2,http://epg.112114.xyz/douyu/8144937
斗鱼科普HD1,http://epg.112114.xyz/douyu/9317739
斗鱼科普HD2,http://epg.112114.xyz/douyu/9447974
斗鱼科普HD3,http://epg.112114.xyz/douyu/9369468
斗鱼科普HD4,http://epg.112114.xyz/douyu/9385288
斗鱼科普HD5,http://epg.112114.xyz/douyu/8434598
斗鱼科普HD6,http://epg.112114.xyz/douyu/7357786
斗鱼科普1,http://epg.112114.xyz/douyu/2022306
斗鱼科普2,http://epg.112114.xyz/douyu/2172818
斗鱼科普3,http://epg.112114.xyz/douyu/3570168
斗鱼科普4,http://epg.112114.xyz/douyu/838632
斗鱼科普5,http://epg.112114.xyz/douyu/9412981
斗鱼科普6,http://epg.112114.xyz/douyu/8667001
斗鱼历史1,http://epg.112114.xyz/douyu/9738854
斗鱼历史2,http://epg.112114.xyz/douyu/10102281
斗鱼历史3,http://epg.112114.xyz/douyu/1330448
斗鱼历史4,http://epg.112114.xyz/douyu/227670
斗鱼历史5,http://epg.112114.xyz/douyu/2320076
斗鱼历史6,http://epg.112114.xyz/douyu/4275776
斗鱼军事1,http://epg.112114.xyz/douyu/1877962
斗鱼军事2,http://epg.112114.xyz/douyu/9530915
斗鱼体育1,http://epg.112114.xyz/douyu/10302182
斗鱼体育2,http://epg.112114.xyz/douyu/9170147
斗鱼体育3,http://epg.112114.xyz/douyu/9471214
斗鱼说法1,http://epg.112114.xyz/douyu/10379308
斗鱼说法2,http://epg.112114.xyz/douyu/709710
斗鱼说法3,http://epg.112114.xyz/douyu/8805
斗鱼游戏4K1,http://epg.112114.xyz/douyu/4147
斗鱼游戏4K2,http://epg.112114.xyz/douyu/5832903
斗鱼游戏HD1,http://epg.112114.xyz/douyu/5720533
斗鱼游戏HD2,http://epg.112114.xyz/douyu/101367
斗鱼游戏HD3,http://epg.112114.xyz/douyu/641986
斗鱼游戏HD5,http://epg.112114.xyz/douyu/3168536
斗鱼游戏HD6,http://epg.112114.xyz/douyu/5524515
斗鱼游戏HD7,http://epg.112114.xyz/douyu/10235695
斗鱼游戏HD8,http://epg.112114.xyz/douyu/4346416
斗鱼游戏HD9,http://epg.112114.xyz/douyu/1080583
斗鱼游戏HD10,http://epg.112114.xyz/douyu/9829796
斗鱼游戏HD11,http://epg.112114.xyz/douyu/1863767
斗鱼游戏HD12,http://epg.112114.xyz/douyu/288016
斗鱼游戏HD14,http://epg.112114.xyz/douyu/2947432
斗鱼游戏HD15,http://epg.112114.xyz/douyu/9545122
斗鱼游戏HD16,http://epg.112114.xyz/douyu/9412634
斗鱼游戏HD17,http://epg.112114.xyz/douyu/10208727
斗鱼游戏HD18,http://epg.112114.xyz/douyu/582442
斗鱼游戏HD19,http://epg.112114.xyz/douyu/10389796
斗鱼游戏HD20,http://epg.112114.xyz/douyu/10072325
斗鱼游戏HD21,http://epg.112114.xyz/douyu/10608093
斗鱼游戏HD22,http://epg.112114.xyz/douyu/6601808
斗鱼游戏HD23,http://epg.112114.xyz/douyu/9747078
斗鱼游戏HD24,http://epg.112114.xyz/douyu/7929609
斗鱼游戏HD25,http://epg.112114.xyz/douyu/2038911
斗鱼游戏HD26,http://epg.112114.xyz/douyu/486816
